Class,TumorPurityLevel,CN0_1,CN1_13-3,CN2_2,CN3_12,CN4_6,CN5_8,CN6_4,CN7_14,CN8_15-5,CN9_2,Class0
mADT-1.tsv,mADT-1.tsv,L,4.76533350788767,34.1362833016954,1.68881324867448,0.798586109838319,1.2109707403286,5.49846173987039,20.6585062512273,16.200824769261,15.0422203312169,0,mADT-1.tsv
mADT-10.tsv,mADT-10.tsv,L,0,1.82328190743338,1.30902290790089,1.91678354371202,0.0400721298337007,1.52274093368063,33.4535497228344,0,59.934548854605,0,mADT-10.tsv
mADT-11.tsv,mADT-11.tsv,L,0.204304004358485,5.50258785072187,0,0.177063470444021,0.490329610460365,10.8825932988287,33.7101607191501,0,49.0329610460365,0,mADT-11.tsv
mADT-12.tsv,mADT-12.tsv,L,2.37825594563986,2.08380520951302,0,0.113250283125708,0.532276330690827,14.5186862967157,28.3352208380521,0.249150622876557,51.7893544733862,0,mADT-12.tsv
mADT-13.tsv,mADT-16.tsv,L,2.48452331820058,1.89847296739579,0,5.77796120511762,4.30870821295914,1.98926950061907,28.3945522080066,0,55.1465125877012,0,mADT-13.tsv
mADT-14.tsv,mADT-17.tsv,L,0.0578904712284358,0.121569989579715,2.44297788583999,3.09135116359847,0.0636795183512794,6.43163135347922,13.6910964455251,10.4492300567327,63.4537455134885,0.196827602176682,mADT-14.tsv
mADT-15.tsv,mADT-2.tsv,L,4.89147530670022,22.4127083988676,0.00786410821012897,1.41553947782321,2.91758414595785,4.49826989619377,17.8122050959421,3.12991506763133,42.9144385026738,0,mADT-15.tsv
mADT-16.tsv,mADT-21.tsv,L,21.8263742865725,0.21628116551517,0.793030940222289,8.5851607089216,0.0300390507659958,0.624812255932713,21.4058275758486,11.673175127666,34.8452988885551,0,mADT-16.tsv
mADT-17.tsv,mADT-22.tsv,L,0.00637429882712902,0.854156042835288,0,10.0140234574197,0.631055583885773,0.121111677715451,37.8824579296277,18.6894441611423,31.8013768485467,0,mADT-17.tsv
mADT-19.tsv,mADT-28.tsv,L,0,0.509776536312849,0,0.377094972067039,0.111731843575419,0.153631284916201,46.3198324022346,0,52.5279329608938,0,mADT-19.tsv
mADT-2.tsv,mADT-3.tsv,L,1.11969816831984,20.0876285523033,5.95752449339743,2.93312237570742,2.22722570437534,10.7405829732855,19.3513053003104,1.18663664577375,31.6375585711678,4.75871721535934,mADT-2.tsv
mADT-20.tsv,mADT-31.tsv,L,0.0065402223675605,0.497056899934598,22.6226291693918,4.59777632439503,0.0327011118378025,1.51733158927404,38.9993459777632,11.4061478090255,16.4355788096795,3.88489208633094,mADT-20.tsv
mADT-21.tsv,mADT-32.tsv,L,1.78791169019182,1.09301483894318,1.97611292073833,2.62034020991676,1.17263843648208,17.7705392689106,1.78791169019182,0,71.7915309446254,0,mADT-21.tsv
mADT-22.tsv,mADT-35.tsv,L,10.5420003725088,28.0499161855094,1.0337120506612,1.75079158130006,18.485751536599,1.05233749301546,9.93667349599553,0.307319798845223,28.4037995902403,0.437697895325014,mADT-22.tsv
mADT-23.tsv,mADT-37.tsv,L,0.055241836484164,0.171863491284066,0,2.71298796955561,0.0613798183157378,2.18512153204027,0.767247728946722,0,94.0461576233734,0,mADT-23.tsv
mADT-24.tsv,mADT-38.tsv,L,0.443383356070941,0.798090040927695,13.6221009549795,9.90450204638472,0,1.09822646657572,39.3792633015007,2.0600272851296,21.93724420191,10.7571623465211,mADT-24.tsv
mADT-25.tsv,mADT-39.tsv,L,4.04855247285887,1.99034981905911,0.00753920386007238,0.716224366706876,0.256332931242461,0.203558504221954,40.3347406513872,2.55579010856454,49.8869119420989,0,mADT-25.tsv
mADT-26.tsv,mADT-41.tsv,L,0.111633372502938,0.0528789659224442,0,14.048178613396,0.428907168037603,6.30434782608696,0.264394829612221,18.8307873090482,59.9588719153937,0,mADT-26.tsv
mADT-27.tsv,mADT-44.tsv,L,0.18258981444927,0.246742992499013,0,0.0345440189498618,1.52980655349388,0.0838926174496644,3.22739834188709,0,94.6950256612712,0,mADT-27.tsv
mADT-28.tsv,mADT-45.tsv,L,0.166339029184939,11.3337365794647,0.0604869197036141,0.81657341599879,2.57825495236655,1.14925147436867,48.9187963102979,0,34.9765613186148,0,mADT-28.tsv
mADT-29.tsv,mADT-47.tsv,L,0,15.3344208809135,0,13.7792278412181,0.462207721587819,0.0543773790103317,18.5807504078303,0.0924415443175639,51.6965742251223,0,mADT-29.tsv
mADT-3.tsv,mADT-50.tsv,L,16.3382315467595,1.07873948866049,0,6.11993544551092,0.0127410175826043,18.1601970610719,1.14244457657352,0,57.147710863841,0,mADT-3.tsv
mADT-31.tsv,mADT-51.tsv,L,0,1.41713685867996,0,0.308358483138696,1.92888072431439,11.4748720640336,11.0549796614618,0,73.8157722083716,0,mADT-31.tsv
mADT-32.tsv,mADT-6.tsv,L,0.377833753148615,0.535264483627204,0,14.2254408060453,2.63224181360202,7.83375314861461,20.5541561712846,5.68010075566751,48.1612090680101,0,mADT-32.tsv
mADT-33.tsv,mADT-9.tsv,L,3.447457895153,6.68142642523919,0,1.55768166363564,0.664189135763422,0,19.6963706807939,0,67.9528741994149,0,mADT-33.tsv
mADT-34.tsv,N-55.tsv,L,4.92398762276335,0,6.50477599892372,5.87918740750706,0.73321673617651,17.1532355711018,0.383425265706982,0.0941746266648729,63.6956814206915,0.632315350464146,mADT-34.tsv
mADT-35.tsv,mADT-13.tsv,M,14.1458387013656,4.54350253371124,0,9.82564631108821,0.00858885167053165,22.391136305076,9.62810272266598,0,39.4571845744224,0,mADT-35.tsv
mADT-36.tsv,mADT-14.tsv,M,5.61140285071268,0.142535633908477,27.4118529632408,7.35933983495874,0.165041260315079,7.68192048012003,0.885221305326331,10.3150787696924,20.510127531883,19.9174793698425,mADT-36.tsv
mADT-37.tsv,mADT-20.tsv,M,5.61461208668585,0.317143360545017,0.0293651259763904,39.3903799847301,0.458095965231691,7.22382099019205,9.84906325248135,6.85382040288953,30.263698831268,0,mADT-37.tsv
mADT-38.tsv,mADT-23.tsv,M,2.72819753999815,0.221955054101544,1.08203088874503,1.73864792379543,0.0462406362711551,53.3154536206418,9.8400073985018,0,31.0274669379451,0,mADT-38.tsv
mADT-39.tsv,mADT-24.tsv,M,0.315437511828907,1.16711879376695,0,9.24231909658697,0.927386284776986,14.1757617815911,16.8191281307173,34.3826887893508,22.970159611381,0,mADT-39.tsv
mADT-4.tsv,mADT-25.tsv,M,7.96408679025688,0.399035663812453,0,34.5747776207499,0.00831324299609278,1.87879291711697,24.0335855017042,0,31.1414082633635,0,mADT-4.tsv
mADT-40.tsv,mADT-26.tsv,M,6.59158372620918,0.174611489436005,0,34.6909376636983,2.90728129910948,6.07211454513707,7.0586694604505,0.00436528723590012,42.5004365287236,0,mADT-40.tsv
mADT-41.tsv,mADT-27.tsv,M,0.0279376431804213,1.84947197854389,0.212326088171202,59.3954294015757,0,6.37537017377214,0.486114991339331,8.68860702911102,22.9647426943063,0,mADT-41.tsv
mADT-42.tsv,mADT-33.tsv,M,24.3718592964824,0.458815818221542,0.152938606073847,1.01594931177627,41.6211492243828,0.50251256281407,22.187022066856,1.44199257155342,8.24776054183963,0,mADT-42.tsv
mADT-43.tsv,mADT-34.tsv,M,0.0600240096038415,5.5922368947579,0,0,83.4233693477391,1.390556222489,4.0516206482593,0,5.48219287715086,0,mADT-43.tsv
mADT-44.tsv,mADT-36.tsv,M,17.0701849836779,0.476060935799782,0,14.1186071817193,0.14961915125136,27.5911316648531,0.748095756256801,0.0408052230685528,39.8054951033732,0,mADT-44.tsv
mADT-45.tsv,mADT-4.tsv,M,1.94274028629857,22.8388176240937,30.5028815765012,0.478713515523331,1.01784718349136,6.91578360290017,0,0.553076780070645,26.6778211563488,9.07231827477226,mADT-45.tsv
mADT-46.tsv,mADT-40.tsv,M,1.28650193996324,1.00571778639984,0.00510516642842557,7.32591382479069,4.2526036348785,1.52133959567082,26.2762916071064,44.2566877680212,14.0698386767409,0,mADT-46.tsv
mADT-47.tsv,mADT-42.tsv,M,0,1.79043146463164,22.938068682125,29.1238626357499,1.35016143234517,10.8820076313472,11.1461696507191,0,21.0008805400646,1.76841796301732,mADT-47.tsv
mADT-48.tsv,mADT-43.tsv,M,0,0,2.25815711415176,0.794182374892355,90.871686919912,5.32006506554397,0.124390010525309,0,0.631518514974644,0,mADT-48.tsv
mADT-49.tsv,mADT-46.tsv,M,5.16651104886399,1.29474011826953,6.1437908496732,22.4276377217554,0.174291938997821,0.298786181139122,21.8051665110489,8.79551820728291,33.6072206660442,0.286336756924992,mADT-49.tsv
mADT-5.tsv,mADT-5.tsv,M,2.05101982841884,5.72126583716834,0.176126356457019,34.8275666155332,7.70410772115221,4.49974433270837,0.761320379523891,18.7773421964661,25.481506732572,0,mADT-5.tsv
mADT-50.tsv,mADT-52.tsv,M,1.48655420076833,0.116919993318858,3.90290072935805,9.32576137186125,0.801737097043594,27.2868993931296,3.55770836813095,24.3137909915929,29.2077278547965,0,mADT-50.tsv
mADT-51.tsv,mADT-7.tsv,M,0,0.399843963331383,0,0.965476887068461,89.6528184123269,8.30895260386191,0,0,0.672908133411352,0,mADT-51.tsv
mADT-52.tsv,mADT-8.tsv,M,7.80757097791798,12.7638922591604,0,20.5775297257947,34.2513952924048,4.10701286095608,4.35573889832565,12.7153603494297,3.42149963601068,0,mADT-52.tsv
mADT-6.tsv,N-10.tsv,M,9.24994149309619,0,5.22466651064826,21.7119120056167,0.666978703487011,15.8378188626258,0.310086590217646,41.6569155160309,4.48747952258366,0.854200795693892,mADT-6.tsv
mADT-7.tsv,N-13.tsv,M,6.24129283923098,0,3.06492059069379,5.53078852047924,0.480635274449707,28.5803845082196,3.1763722485372,47.4923376985233,5.26609083310114,0.167177486765116,mADT-7.tsv
mADT-8.tsv,N-15.tsv,M,0.0307381548324771,0.00439116497606815,36.213937557634,0.504983972247837,0.509375137223905,2.99038334870241,0,0.75967154085979,0.109779124401704,58.8767399991218,mADT-8.tsv
mADT-9.tsv,N-16.tsv,M,0,0,46.2695700953644,0.407975929420164,0.0101993982355041,3.39129991330512,0,0,0.00509969911775205,49.9158549645571,mADT-9.tsv
N-1.tsv,N-18.tsv,M,26.5453495089544,0,43.6279607163489,6.5684575389948,0.826112073945696,17.8336221837088,0,0,1.16117850953206,3.43731946851531,N-1.tsv
N-10.tsv,N-2.tsv,M,18.5516156705748,0.0786388332856734,1.19388046897341,1.32256219616814,2.10180154418073,53.7389190734916,0.743494423791822,19.7955390334572,2.08035458964827,0.393194166428367,N-10.tsv
N-11.tsv,N-20.tsv,M,2.21159593544531,0.0543389664728577,1.71167744389502,17.209150681954,0.396674455251861,6.61305221974678,3.47769385426289,60.5933815138836,7.56398413302179,0.168450796065859,N-11.tsv
N-12.tsv,N-23.tsv,M,1.46275817681821,0.0175530981218185,34.140775846937,7.98080861272014,0.374466093265461,4.76859165642736,0.0234041308290913,0.286700602656369,8.27921128079106,42.6657305014335,N-12.tsv
N-13.tsv,N-24.tsv,M,0,1.83401827884438,46.4638410108569,6.48346930012881,0.791265411273999,13.3840397472858,0.331227381463534,0,5.42844875176348,25.2836901183831,N-13.tsv
N-14.tsv,N-29.tsv,M,29.8962344188475,0,0.96586830255172,4.14409710892123,0.274097761534947,62.3507146120211,0.685244403837369,0,1.64458656920968,0.0391568230764211,N-14.tsv
N-15.tsv,N-30.tsv,M,14.975786182799,0,15.5152332495556,18.5067124379329,0.318764175810703,34.438791148164,1.37313798810764,0,13.2409734567523,1.63060136087783,N-15.tsv
N-16.tsv,N-36.tsv,M,20.9323831801121,0,39.1775009519665,24.7348093347114,0.39166621334929,12.7345917423707,0,0,1.03356361856063,0.995484958929446,N-16.tsv
N-17.tsv,N-37.tsv,M,42.7974749632161,0.0047463097441739,4.20997674308225,0.223076557976174,0.602781337510086,47.1261094499027,0.526840381603303,0.417675257487304,2.08362997769234,2.00768902178556,N-17.tsv
N-18.tsv,N-4.tsv,M,33.3124729215809,0,16.1074471669956,1.64636788138449,1.03499735233235,44.5145140326385,0.235883117508304,0,2.4406681750349,0.707649352524912,N-18.tsv
N-19.tsv,N-40.tsv,M,28.8929889298893,1.03321033210332,6.77121771217712,4.73247232472325,4.40959409594096,37.7675276752768,0.728782287822878,2.51845018450184,12.1586715867159,0.987084870848708,N-19.tsv
N-2.tsv,N-41.tsv,M,0.98371406711116,0,47.4478085036616,0.0765110941086457,0.0710460159580282,9.2141217619412,0,0,0.666739534375342,41.540059022844,N-2.tsv
N-20.tsv,N-43.tsv,M,40.6567405355494,0.0577100646352724,6.20960295475531,39.3698060941828,0.392428439519852,12.4134349030471,0,0,0.577100646352724,0.323176361957525,N-20.tsv
N-21.tsv,N-45.tsv,M,37.7023931758945,0.0789827027880894,3.89384724745281,55.4892978437722,1.10970697417266,1.13340178500908,0,0,0.339625621988784,0.252744648921886,N-21.tsv
N-22.tsv,N-46.tsv,M,0,0.00938086303939963,46.8761726078799,8.29268292682927,1.73545966228893,4.74671669793621,0.544090056285178,0,0.863039399624766,36.9324577861163,N-22.tsv
N-23.tsv,N-47.tsv,M,35.2078654066195,0.00847565368479044,0.00423782684239522,0.898419290587787,3.00885705810061,59.799974573039,0.928084078484553,0,0.0847565368479044,0.0593295757935331,N-23.tsv
N-24.tsv,N-49.tsv,M,0.0211759723300628,0.0564692595468342,1.60937389708477,0.14823180631044,54.9940001411731,27.7616997247124,0,0,14.6255382226301,0.783510976212324,N-24.tsv
N-25.tsv,N-50.tsv,M,30.3340980785776,0.0071694866647548,7.75021508459994,8.08001147117866,10.0659592773157,27.631201605965,0.652423286492687,0,15.3570404359048,0.121881273300832,N-25.tsv
N-26.tsv,N-53.tsv,M,41.0714285714286,0,42.3469387755102,0.709502551020408,0.0239158163265306,11.3679846938776,0.0239158163265306,0,1.28348214285714,3.17283163265306,N-26.tsv
N-27.tsv,N-6.tsv,M,0.0106752068321324,0.0320256204963971,43.1385108086469,6.52788897784895,1.83613557512677,15.8686949559648,0,0,0.0960768614891914,32.4899919935949,N-27.tsv
N-28.tsv,N-7.tsv,M,0.977231013443127,0,30.0461332407362,1.15085073664368,0.441490153281413,18.3640061510988,0.0644873257602064,0.16865915968054,0.699439456322238,48.0877027630339,N-28.tsv
N-29.tsv,N-8.tsv,M,0,7.17639168343394,22.0053655264923,28.5714285714286,1.45539906103286,25.8752515090543,0,0,2.17303822937626,12.7431254191818,N-29.tsv
N-3.tsv,mADT-15.tsv,H,86.1307371349096,0.0556328233657858,0,5.13490959666203,0.328233657858136,5.34075104311544,0,0,3.00973574408901,0,N-3.tsv
N-30.tsv,mADT-19.tsv,H,48.1145251396648,0.506284916201117,0,17.8247206703911,5.28980446927374,0,21.8924581005587,0,6.37220670391061,0,N-30.tsv
N-31.tsv,mADT-29.tsv,H,46.927169326729,0.697119794533113,0,1.93848223567541,0.0489206873356571,3.45502354308078,23.6164618112884,0,23.3168226013575,0,N-31.tsv
N-32.tsv,mADT-49.tsv,H,76.1523675022557,0.439370758306853,0.058844297987525,5.07237848652466,0.415833039111843,3.03636577615629,0.196147659958417,10.580204778157,4.04848770154172,0,N-32.tsv
N-33.tsv,N-11.tsv,H,72.7945760598504,0.0077930174563591,2.08073566084788,1.30922693266833,1.16895261845387,8.81390274314215,1.22350374064838,8.74376558603491,3.32761845386534,0.529925187032419,N-33.tsv
N-34.tsv,N-12.tsv,H,98.0720129227242,0,0.661768537335209,0.422072846646866,0.161534052420405,0.281381897764577,0,0,0.32827888072534,0.0729508623834089,N-34.tsv
N-35.tsv,N-14.tsv,H,35.5946225439504,1.90279214064116,7.82316442605998,18.8262668045502,0.501551189245088,18.841778697001,1.14788004136505,7.72492244053775,5.68252326783868,1.95449844881075,N-35.tsv
N-36.tsv,N-17.tsv,H,79.0720402084885,0.0372300819061802,5.43093819806404,6.95737155621742,1.60554728220402,2.31291883842144,0,0,2.8108711839166,1.77308265078183,N-36.tsv
N-37.tsv,N-19.tsv,H,42.4735950979602,0.0483753930500685,6.94186890268483,4.06353301620576,0.749818592276062,19.2372813029106,0.98363299201806,18.4632750141095,2.24139321131984,4.79722647746513,N-37.tsv
N-38.tsv,N-21.tsv,H,70.4490420153787,0,0.305875355792515,6.18972768596797,0.271889205148902,18.5309486384298,0,2.85483665406347,1.39768044521857,0,N-38.tsv
N-39.tsv,N-25.tsv,H,85.5950920245399,0.0441717791411043,2.61104294478528,1.6638036809816,0.0392638036809816,8.62331288343558,0,0,0.515337423312883,0.907975460122699,N-39.tsv
N-4.tsv,N-27.tsv,H,51.5047044458809,0.00718236012353659,13.8332255979315,4.23041011276305,1.6878546290311,11.2978524743231,4.5536163183222,0.129282482223659,6.3779357897005,6.3779357897005,N-4.tsv
N-40.tsv,N-28.tsv,H,64.9801393501335,0.00651168848082308,2.539558507521,5.82144950185583,0.0195350654424692,20.3555381910529,0.273490916194569,0,5.99726509083805,0.00651168848082308,N-40.tsv
N-41.tsv,N-3.tsv,H,53.2577728229902,0.136256657995788,0.483091787439614,0.898055245881333,1.75894958503654,27.5795862752384,2.58887650191998,1.15198810850985,12.1454230149882,0,N-41.tsv
N-42.tsv,N-31.tsv,H,57.7144589269476,0,5.70374861069011,15.4036576740426,0.186925330908356,19.0310195008588,0.166717187026372,0.47994341719713,1.25290492068304,0.0606244316459533,N-42.tsv
N-43.tsv,N-32.tsv,H,59.0405904059041,0.0175716042874714,2.9520295202952,8.35529783869267,0.289931470743279,20.5148480056229,1.230012300123,0,6.04463187489018,1.55508697944122,N-43.tsv
N-44.tsv,N-38.tsv,H,70.3578795717233,0,2.70128679480043,9.80321534985757,0.225925804656036,16.5089551750106,0.12442290691202,0.0294685832160047,0.0261942961920042,0.222651517632036,N-44.tsv
N-45.tsv,N-39.tsv,H,48.2410867888711,0.00593225366316664,4.25935813015364,10.3933084178679,0.237290146526665,28.2434596903364,0.0237290146526665,0,7.4687073619268,1.12712819600166,N-45.tsv
N-46.tsv,N-44.tsv,H,52.2352486472559,0.00644163875289874,0.843854676629735,13.359958773512,3.20793609894357,16.857768616336,1.68126771450657,11.4790002576656,0.302757021386241,0.025766555011595,N-46.tsv
N-47.tsv,N-48.tsv,H,39.4806311007428,0,6.29259009147277,1.39357848855056,0,33.8940389219719,0,17.539443796427,1.04978820062619,0.34992940020873,N-47.tsv
N-48.tsv,N-5.tsv,H,76.9472457305022,0,9.2991435666143,0.82602746668018,1.74834034358688,6.91734657680028,0,0,0.445953478943901,3.81594283687224,N-48.tsv
N-49.tsv,N-51.tsv,H,61.0124883888946,0.0154814738363092,0.79987614820931,18.2320156878935,1.13530808132934,16.7303127257715,0.970172360408711,0,1.06822169470534,0.0361234389513882,N-49.tsv
N-5.tsv,N-52.tsv,H,46.3516860354353,0,7.11246586651426,22.3852162316632,2.7306788594653,16.2634152536991,0,0,2.72432844351305,2.43220930970979,N-5.tsv
N-50.tsv,N-54.tsv,H,72.4374319912949,0,19.265505984766,2.56256800870511,0.533188248095756,0.957562568008705,0,0.0489662676822633,0.489662676822633,3.70511425462459,N-50.tsv
N-51.tsv,mADT-48.tsv,L,0.19430535834392,0.0971526791719602,0,93.1843658919363,2.57828263956356,0.0149465660264554,3.42276362005829,0,0.508183244899484,0,N-51.tsv
N-52.tsv,N-42.tsv,L,2.3684461847006,0,6.53232738038392,80.4125680450769,4.03972877471111,3.08471015184796,0.267405214401681,0,2.72180307515997,0.573011173717887,N-52.tsv
N-53.tsv,N-56.tsv,L,0.295615043521104,0,0,99.1377894563968,0.0903268188536706,0.312038101494498,0,0,0.164230579733946,0,N-53.tsv
N-54.tsv,N-1.tsv,L,0.169569909048867,0,19.9552952057962,1.1715739170649,1.10220440881764,11.4999229227686,0,0,0.55495606597811,65.5464775705257,N-54.tsv
N-55.tsv,N-22.tsv,L,2.86463209136866,0.0374461711290021,25.1731885414716,0.18723085564501,1.52593147350683,4.00674031080322,0,0,0.0561692566935031,66.1486612993821,N-55.tsv
N-56.tsv,N-26.tsv,L,0,0.455683203902189,8.11244464411784,0.00641807329439702,0.198960272126308,0.00641807329439702,0,0,2.74051729670753,88.4795584365574,N-56.tsv
N-6.tsv,N-33.tsv,L,0.0771962328238382,0.0308784931295353,16.2189285162884,0.671607225567392,2.40080284082137,4.99459626370233,0,11.1934537594565,0.0771962328238382,64.3353404353868,N-6.tsv
N-7.tsv,N-34.tsv,L,0,0,0.385697904722193,0,0.307515897008235,0,0,0,0,99.3067861982696,N-7.tsv
N-8.tsv,N-35.tsv,L,2.24567273663213,0,13.8858503313815,2.21349977478927,0.714239752911653,0.70780516054308,0,0,0,80.2329322437424,N-8.tsv
N-9.tsv,N-9.tsv,L,0,0.0112599932440041,23.4996059002365,2.33644859813084,1.85226888863867,2.57290845625493,0.523589685846188,0,0.793829523702286,68.4100889539466,N-9.tsv
